location_x,location_y,PCI,RSRP,RSRQ,SNR
696.0,187.0,41,-85.4,-6.5,25.1
696.0,187.0,41,-79.6,-6.1,28.3
696.0,187.0,41,-82.6,-6.2,28.3
696.0,187.0,41,-85.1,-5.5,26.5
696.0,187.0,41,-84.4,-6.6,24.4
696.0,187.0,41,-87.8,-7.2,22.0
696.0,187.0,41,-87.4,-5.7,24.4
696.0,187.0,41,-83.6,-5.9,23.8
696.0,187.0,41,-81.7,-6.7,27.7
696.0,187.0,41,-83.5,-5.9,28.0
696.0,187.0,41,-83.1,-6.6,25.4
696.0,187.0,41,-89.1,-7.0,24.4
696.0,187.0,41,-88.8,-6.4,24.1
696.0,187.0,41,-85.9,-6.8,24.8
696.0,187.0,41,-83.4,-6.8,25.1
696.0,187.0,41,-83.1,-6.8,26.1
696.0,187.0,41,-82.3,-6.1,26.0
696.0,187.0,41,-83.4,-6.9,25.3
696.0,187.0,41,-81.6,-5.9,23.6
696.0,187.0,41,-82.3,-6.0,23.9
696.0,187.0,41,-83.4,-6.6,24.0
696.0,187.0,41,-83.4,-5.8,22.4
696.0,187.0,41,-81.6,-6.3,24.0
696.0,187.0,41,-81.5,-6.0,23.9
696.0,187.0,41,-81.2,-7.2,25.4
696.0,187.0,41,-81.6,-6.1,23.6
696.0,187.0,41,-80.4,-6.1,23.8
696.0,187.0,41,-80.6,-6.3,24.3
696.0,187.0,41,-80.1,-6.2,25.1
696.0,187.0,41,-80.3,-6.2,24.6
696.0,187.0,41,-82.1,-6.7,24.3
696.0,187.0,41,-81.1,-6.1,23.7
696.0,187.0,41,-81.1,-6.1,23.9
696.0,187.0,41,-81.6,-6.7,24.2
696.0,187.0,41,-81.8,-6.3,24.5
696.0,187.0,41,-82.1,-6.3,24.3
696.0,187.0,41,-82.3,-6.2,23.8
696.0,187.0,41,-81.9,-6.2,23.7
696.0,187.0,41,-80.9,-6.2,23.9
696.0,187.0,41,-80.4,-7.3,23.8
696.0,187.0,41,-80.6,-6.3,23.8
696.0,187.0,41,-81.3,-6.3,24.1
696.0,187.0,41,-80.3,-6.1,23.8
696.0,187.0,41,-80.5,-6.1,24.1
696.0,187.0,41,-80.9,-6.2,23.8
696.0,187.0,41,-79.5,-6.2,24.0
696.0,187.0,41,-81.2,-6.3,24.6
696.0,187.0,41,-80.8,-6.4,24.7
696.0,187.0,41,-80.2,-6.1,24.3
696.0,187.0,41,-79.9,-5.9,25.0
696.0,187.0,41,-80.5,-6.4,25.6
696.0,187.0,41,-79.4,-5.8,25.6
696.0,187.0,41,-80.0,-6.6,24.6
696.0,187.0,41,-80.1,-6.2,23.9
696.0,187.0,41,-80.9,-6.8,23.7
696.0,187.0,41,-81.3,-6.3,24.3
696.0,187.0,41,-81.8,-6.3,24.1
696.0,187.0,41,-81.4,-6.1,23.0
696.0,187.0,41,-82.8,-6.4,21.7
696.0,187.0,41,-82.5,-6.4,20.0
696.0,187.0,41,-82.5,-6.4,20.4
696.0,187.0,41,-82.9,-6.5,20.5
696.0,187.0,41,-82.9,-6.4,19.8
696.0,187.0,41,-82.8,-6.3,21.0
696.0,187.0,41,-82.9,-6.3,24.0
696.0,187.0,41,-82.6,-6.3,23.9
696.0,187.0,41,-82.9,-6.2,23.8
696.0,187.0,41,-83.1,-6.3,23.3
696.0,187.0,41,-82.8,-6.3,21.9
696.0,187.0,41,-82.6,-6.2,23.9
696.0,187.0,41,-83.2,-6.2,21.5
696.0,187.0,41,-83.3,-6.6,23.9
696.0,187.0,41,-84.1,-6.8,21.6
696.0,187.0,41,-84.0,-6.2,21.3
696.0,187.0,41,-82.5,-6.3,22.2
696.0,187.0,41,-81.7,-6.1,24.2
696.0,187.0,41,-79.1,-6.2,24.6
696.0,187.0,41,-80.4,-6.1,25.0
696.0,187.0,41,-81.6,-6.1,24.5
696.0,187.0,41,-81.6,-6.2,23.9
696.0,187.0,41,-81.2,-6.5,22.5
