location_x,location_y,PCI,RSRP,RSRQ,SNR
811.0,244.0,40,-92.1,-6.3,25.9
811.0,244.0,40,-91.6,-6.1,26.0
811.0,244.0,40,-93.3,-6.2,24.9
811.0,244.0,40,-92.4,-6.1,26.5
811.0,244.0,40,-92.9,-6.1,24.8
811.0,244.0,40,-91.1,-6.1,25.7
811.0,244.0,40,-91.6,-6.3,26.2
811.0,244.0,40,-90.9,-6.1,26.6
811.0,244.0,40,-92.1,-6.1,26.3
811.0,244.0,40,-94.3,-6.2,25.4
811.0,244.0,40,-94.1,-6.2,25.4
811.0,244.0,40,-94.5,-6.2,25.2
811.0,244.0,40,-97.2,-6.2,24.8
811.0,244.0,40,-97.6,-6.1,23.4
811.0,244.0,40,-92.1,-6.1,24.8
811.0,244.0,40,-91.1,-6.0,25.5
811.0,244.0,40,-92.3,-6.2,26.4
811.0,244.0,40,-94.5,-5.9,25.0
811.0,244.0,40,-94.6,-6.4,25.3
811.0,244.0,40,-92.6,-6.2,26.0
811.0,244.0,40,-93.6,-6.0,26.5
811.0,244.0,40,-93.5,-6.2,27.2
811.0,244.0,40,-91.7,-6.0,26.4
811.0,244.0,40,-92.2,-6.1,26.3
811.0,244.0,40,-91.4,-6.1,26.9
811.0,244.0,40,-91.4,-6.2,26.3
811.0,244.0,40,-91.6,-6.0,26.3
811.0,244.0,40,-91.5,-6.0,26.4
811.0,244.0,40,-91.5,-6.3,26.8
811.0,244.0,40,-91.8,-6.3,26.3
811.0,244.0,40,-91.6,-6.2,25.6
811.0,244.0,40,-91.9,-6.0,27.0
811.0,244.0,40,-92.9,-5.9,24.8
811.0,244.0,40,-94.2,-6.2,25.3
811.0,244.0,40,-92.6,-6.4,26.3
811.0,244.0,40,-93.4,-6.1,25.1
811.0,244.0,40,-92.2,-6.0,26.5
811.0,244.0,40,-92.6,-6.2,25.3
811.0,244.0,40,-92.3,-6.0,25.2
811.0,244.0,40,-92.9,-6.1,24.2
811.0,244.0,40,-94.3,-6.3,24.6
811.0,244.0,40,-94.5,-6.2,25.8
811.0,244.0,40,-94.9,-6.1,24.7
811.0,244.0,40,-95.1,-6.1,24.6
811.0,244.0,40,-95.5,-6.1,24.3
811.0,244.0,40,-92.2,-6.1,26.1
811.0,244.0,40,-90.9,-6.0,27.1
811.0,244.0,40,-92.2,-5.6,26.5
811.0,244.0,40,-92.4,-6.3,25.8
811.0,244.0,40,-92.7,-6.0,26.4
811.0,244.0,40,-91.4,-5.9,26.1
811.0,244.0,40,-92.8,-6.3,27.2
811.0,244.0,40,-91.9,-6.1,26.6
811.0,244.0,40,-92.0,-6.1,26.7
811.0,244.0,40,-91.8,-6.1,26.4
811.0,244.0,40,-91.7,-6.1,26.4
811.0,244.0,40,-91.8,-5.9,26.4
811.0,244.0,40,-92.8,-6.1,26.5
811.0,244.0,40,-92.5,-6.1,26.7
811.0,244.0,40,-94.6,-6.0,25.0
811.0,244.0,40,-95.0,-5.8,25.0
811.0,244.0,40,-93.6,-6.1,25.9
811.0,244.0,40,-91.7,-6.1,27.6
811.0,244.0,40,-93.4,-6.3,26.0
811.0,244.0,40,-94.8,-6.0,24.1
811.0,244.0,40,-94.4,-6.1,24.7
811.0,244.0,40,-91.8,-6.1,25.8
811.0,244.0,40,-91.5,-6.1,26.1
811.0,244.0,40,-90.3,-6.1,26.9
811.0,244.0,40,-90.3,-6.1,27.4
811.0,244.0,40,-91.3,-6.2,27.3
811.0,244.0,40,-91.2,-6.2,26.4
811.0,244.0,40,-91.3,-6.1,26.6
811.0,244.0,40,-91.9,-6.1,26.9
811.0,244.0,40,-91.5,-6.1,27.4
811.0,244.0,40,-91.8,-6.1,25.7
811.0,244.0,40,-91.1,-6.1,27.3
811.0,244.0,40,-90.6,-6.1,27.2
811.0,244.0,40,-91.3,-6.2,27.1
811.0,244.0,40,-91.6,-6.3,27.3
811.0,244.0,40,-92.4,-6.2,25.8
811.0,244.0,40,-95.5,-5.9,25.3
811.0,244.0,40,-93.1,-6.1,27.3
811.0,244.0,40,-92.8,-6.1,26.8
